X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Bankrupt,Id
0.2609,0.84882,-0.020552,0.97579,-54.188,0,0.2609,0.17811,11.242,0.15118,0.27998,0.30736,0.030808,0.2609,894.53,0.40804,1.1781,0.2609,0.023207,0.21906,0.89488,0.27998,0.023207,0.55497,0.15118,0.40804,14.669,-0.11967,2.6115,0.075504,0.024905,28.314,12.914,12.914,0.29991,11.242,?,0.15118,0.026678,0.0024872,0.077426,0.024905,26.823,26.604,38.668,0.96784,0.22465,0.19453,0.017303,0.97579,0.84882,0.077432,0.88033,0.88033,-8.401,0.026678,1.7257,0.97679,0.0,1666.2,13.72,27.559,13.244,65.462,0,2470
-0.004701,0.16998,0.043181,1.254,400.96,0,-0.004701,4.8831,0.038848,0.83002,-0.0021151,-0.027657,-0.064545,-0.004701,-24743,-0.014752,5.8831,-0.004701,-0.12101,0,0.065513,-0.0021151,-0.12101,-0.17043,0.63382,-0.014752,-0.81791,0.054879,2.4063,0.11535,-0.11939,1514.6,0.24099,0.24099,-0.0021151,0.038848,?,0.83002,-0.054444,0.97364,72.195,-0.054444,447.81,447.81,?,1.254,0,-0.0043086,-0.11091,1.254,0.16998,4.1495,1.0549,1.0549,11.004000000000001,-0.054444,-0.005663800000000001,1.121,0.0,?,0.81508,1597,0.22855,0.049373,0,4441
0.086682,0.67034,0.63835,2.8465,22.561,0,0.11644,0.49178,1.4337,0.32966,0.17469,0.33681,0.085608,0.11644,1993.5,0.18309,1.4918,0.11644,0.081217,142.29,0.9735,0.17447,0.060462,0.42073,0.32043,0.1387,2.995,40.064,4.0348,0.38136,0.10301,100.72,3.6238,1.8689,0.18086,1.4337,1.316,0.65274,0.12615,0.36139,0.12361,0.1217,218.73,76.439,0.1551,1.2299,162.83,0.16818,0.1173,1.468,0.34571,0.27595,20.69,40.967,6915.5,0.12615,0.26294,0.91964,0.98003,2.5652,4.7751,88.016,4.147,89.98,0,8888
0.19888,0.78068,-0.11797,0.84889,-92.812,0.55268,0.19888,0.2802,1.2126,0.21875,0.19888,0.25475,0.22206,0.19888,1196.8,0.30499,1.2809,0.19888,0.18549,33.212,1.1288,0.18786,0.18549,0.55268,0.21875,0.30499,2.1245,-0.34976,4.1473,0.37512,0.18549,322.25,1.1326,0.24064,0.18786,1.0853,?,0.21875,0.17521,0.48778,0.11303,0.17521,95.969,62.757,2.0385,0.72392,40.272,0.14864,0.13863,0.84889,0.78068,0.88289,0.64855,0.64855,-1656.0,0.17531,0.90917,0.82469,0.0,10.99,5.8161,265.76,1.3734,3.1789,0,9204
0.010589,0.71904,0.072085,1.4166,-9.0574,0.0027466,0.010589,0.39074,1.2291,0.28096,0.018605,0.061191,0.013916,0.010589,15344,0.023787,1.3907,0.010589,0.008615,26.017,2.179,0,0.008615,0.022571,0.094783,0.023787,0,0.095494,4.0725,0.58308,0.01723,54.331,6.7181,1.6168,0.0014591,1.2291,0.30235,0.80194,0.0011871,0.092048,3.6787,0,68.064,42.047,0.12086,0.91029,27.507,-0.0065153,-0.0053008,0.34091,0.17305,0.14885,0.37219,1.0624,851.82,0.054182,0.037688,0.95606,1.8543,14.03,8.6807,51.387,7.1029,1.6283,0,3491
0.020429,0.32677,0.41897,5.4412,99.512,0.0,0.03145,2.0603,1.0805,0.67323,0.044267,0.33338,0.053811,0.03145,2051.4,0.17793,3.0603,0.03145,0.029107,29.234,1.0904,0.032192,0.018907,0.53352,0.67168,0.1442,2.5115,0.86085,4.5158,0.11348,0.032476,33.048,11.044,3.1885,0.038584,1.0805,2.2842,0.8600700000000001,0.03571,2.7133,0.18498,0.029794,86.935,57.701,0.23606,4.5239,30.317,0.0055006000000000005,0.0050909,1.5709,0.094337,0.090544,1.3833,1.7672,13740.0,0.03571,0.030344,0.97127,0.27752,12.485,6.3257,31.868,11.453,2.22,0,3034
0.08794,0.15701,0.1795,2.8793,56.327,0.08794,0.098559,5.3688,0.40354,0.84299,0.10133,1.0319,0.32352,0.098559,438.98,0.83148,6.3688,0.098559,0.24423,50.687,2.7249,0.027986,0.21792,0.2607,0.83668,0.76385,10.112,0.2476,5.8832,0.38909,0.24423,108.32,3.7495,2.2809,0.081686,0.40354,28.957,0.85055,0.20242,0.81778,0.087257,0.069352,178.1,127.41,1.5692,2.2926,57.113,-0.0040094,-0.0099357,1.7515,0.095516,0.2667,1.1628,1.1732,2.8793,0.20242,0.0,0.73558,0.008970700000000002,7.201,2.8647,86.394,4.2248,0.55662,0,2095
0.013926,0.38008,-0.20979,0.44804,-343.37,-0.0387,0.015904,1.5804,1.0837,0.60069,0.015904,0.041845,0.36325,0.015904,1008.3,0.36201,2.631,0.015904,0.041988,0,1.1114,0.029199,0.036764,-0.031742,0.60069,0.3568,0.83538,-0.25285,5.0754,0.68491,0.041988,396.9,0.91963,0.076824,0.029199,0.38374,?,0.60069,0.077088,0.33725,0.082815,0.077088,40.578,40.578,?,0.44804,0,-0.09249,-0.24418,0.44804,0.38008,1.0874,0.72397,0.72397,-24957.0,0.077208,0.023183000000000002,0.92279,0.0,?,8.9949,366.25,0.99658,0.45652,0,2953
-0.05103,0.40037,0.13423,5.0824,-214.54,-0.34076999999999996,-0.05103,1.4977,0.023827,0.59963,-0.041007,-1.552,-1.1063,-0.05103,-5543.8,-0.065839,2.4977,-0.05103,-2.1417,0.27575,0.9531,-0.041046,-2.1417,-0.13637,-0.27568000000000004,-0.065839,-4.0951,0.16116,3.596,16.772,-2.1416,164.68,2.2165,0.18203,-0.049053,0.023827,0.45469,0.9671200000000001,-2.0587,4.9782,-0.81498,-1.7227,52.455,52.179,-2834.9,5.0818,0.090152,-0.065716,-2.7581,0.41739,0.032881,0.45117,0.71994,1.1612,529.45,-2.0587,-0.085104,2.5317,0.61287,1323.7,6.9952,503.7,0.72464,0.028607,0,1974
-0.042602999999999995,0.35020999999999997,0.14505,2.0115,10.126,0.0,-0.043505,1.8554,0.6319100000000001,0.64979,-0.028816,-0.30337,0.08571,-0.043505,2360.1,0.15465,2.8554,-0.043505,-0.068847,72.058,0.92782,-0.026917,-0.067419,-0.079817,0.6303300000000001,0.15723,-1.8323,0.20385,4.1341,0.44299,-0.047426,71.128,5.1316,2.1013,-0.10399000000000001,0.6319100000000001,1.0987,0.79879,-0.16457,0.50645,0.165,-0.042595,124.66,52.607,-0.3415,1.1415,61.875,-0.12458,-0.19715,0.8236600000000001,0.14340999999999998,0.19487,0.91321,1.1226,1975.2,-0.16457,-0.065565,1.0584,0.22931,5.0654,6.9382,82.833,4.4064,0.88809,0,9203
0.13796,0.15256,0.34273000000000003,3.2772,53.681,0.0,0.13796,5.5549,1.2602,0.84744,0.14394,0.91661,0.15604,0.13796,283.16,1.2890000000000001,6.5549,0.13796,0.10947,49.396,1.7162,0.14378,0.10947,0.14511,0.5312,1.2890000000000001,24.022,0.67632,3.9528,0.096776,0.11143,49.479,7.3768,7.2777,0.14998,1.2602,?,0.84744,0.11901,0.30545,0.025116,0.11409,129.54,80.144,0.80889,2.144,56.069,0.08508500000000001,0.067515,3.2331,0.15050999999999998,0.13556,1.6723,1.6723,3074.7,0.11901,0.16279,0.89109,0,7.3893,4.5543,43.591,8.3733,2.4869,0,2365
-0.052268,0.82759,0.054944,1.1497,-27.722,-0.0017703,-0.052268,0.20832,1.0756,0.17241,-0.011613,-0.14243,-0.028322,-0.052268,-9915.9,-0.036809,1.2083,-0.052268,-0.048594,38.702,1.1116,-0.011615,-0.048594,-0.023543,0.14323,-0.036809,-0.28569,0.095043,3.234,0.731,-0.012035,122.76,2.9734,1.3184,-0.015499,1.0756,0.66833,0.63304,-0.01441,0.17595,2.7073,-0.010798,121.26,82.558,-0.45829,0.83893,38.152,-0.033419,-0.03107,0.5098,0.36696,0.33632,0.29823,1.095,94.167,-0.01441,-0.30316,1.048,2.6718,9.431,4.4211,124.53,2.9311,1.8606,0,7179
-9.2981,9.6992,-8.6992,0.1031,-110.06,-3.429,-9.2981,-0.8969,21.301,-8.6992,-8.9666,-0.95865,-0.43651,-9.2981,-380.74,-0.95865,0.1031,-9.2981,-0.43651,2.1617,0.6204,-8.9667,-0.43651,-7.222,-12.675999999999998,-0.95865,-27.046,?,1.2755,0.45534,-0.43651,116.67,3.1285,3.1285,-9.0431,21.301,?,-8.6992,-0.42454,0.046592,-0.036056,-0.42095,9.3918,7.2301,-73.705,0.090095,1.5175,-8.9667,-0.42095,0.1031,9.6992,0.31964,?,?,-164.05,-0.42454,1.0689,1.435,0,168.85,50.483,166.2,2.1962,?,0,8254
0.056729,0.15235,0.56757,5.4782,27.053,0,0.072718,5.5639,1.4256,0.84765,0.073193,0.57375,0.085255,0.072718,457.52,0.79778,6.5639,0.072718,0.051009,48.729,0.95187,0.06372,0.039793,0.17981,0.76407,0.69283,134.15,1.8567,3.3523,0.058124,0.051009,31.264,11.675,9.7123,-0.054055,1.4256,?,0.84765,-0.037917,2.6764,0.045123,0.044697,90.918,42.189,0.29807,3.9765,46.949,0.014898,0.01045,4.5574,0.12674,0.085655,2.7729,2.7729,1277.3,-0.037917,0.066925,0.95317,0.0,7.4904,8.6516,32.45,11.248,4.6635,0,4086
0.31884,0.26721,0.16585,1.6207,0.77423,0,0.31884,2.7424,1.4427,0.73279,0.32594,1.1932,0.23434,0.31884,288.48,1.2653,3.7424,0.31884,0.221,39.873,1.057,0.31814,0.221,0.62079,0.61675,1.2653,44.781,0.29254,3.6344,0.048924,0.22195,86.718,4.209,4.209,0.31803,1.4427,?,0.73279,0.22044,0.75781,0.026399,0.22051,58.332,18.459,2.023,1.0309,51.148,0.29889,0.20717,1.6207,0.26721,0.23758,1.2925,1.2925,714.63,0.22044,0.43511000000000005,0.78064,0.0,9.1541,19.774,67.602,5.3992,2.5448,0,3329
0.0084296,0.56562,0.34769,1.8966,-127.57,0.011725,0.0078739,0.57093,1.0282,0.32293,0.0078739,0.020306,0.057979,0.0078739,4110.2,0.088804,1.768,0.0078739,0.0090887,260.02,1.5368,0.023427,0.0097301,0.021477,0.32293,0.089786,0.27806,1.3143,4.2218,0.63541,0.0090887,167.99,2.1728,0.041419,0.023427,0.87156,0.66519,0.50078,0.027042,0.075387,0.28268,0.027042,297.54,37.527,0.013659,0.30509,267.36,-0.018928,-0.021848,1.3003,0.38777,0.46024,1.2207,1.893,5794.3,0.02747,0.026102999999999998,0.97253,0.55074,1.4038,9.7264,163.37,2.2342,3.2749,0,2861
0.082881,0.66022,0.014485,1.0385,-41.315,0.18965,0.082881,0.47947,1.0712,0.31655,0.082881,0.22014,0.10646,0.082881,1660.2,0.21986,1.5147,0.082881,0.060788,39.54,1.0897,0.10389,0.060788,0.18965,0.31655,0.21986,0.81623,0.023784,4.426,0.45566,0.060788,107.97,3.3807,0.15736,0.10389,1.3814,0.85749,0.60027,0.076198,0.1186,0.13063,0.076198,92.713,53.173,0.56114,0.64617,42.356,0.041619,0.030524,0.59221,0.3765,0.2958,0.51978,0.98564,386.32,0.066472,0.26182,0.93353,0.8962600000000001,9.2311,6.8644,100.79,3.6214,2.2388,0,7095
0.0198,0.30611,0.065642,1.3177,-89.659,0,0.0198,2.2668,0.7538600000000001,0.69389,0.024708,0.095841,0.093458,0.0198,1585.9,0.23016,3.2668,0.0198,0.026264,111.26,0.93104,0.024196,0.026264,0.062327,0.0063722,0.23016,4.9299,0.090195,3.9775,0.40148,0.031929,103.09,3.5405,2.3894,0.022436,0.75386,1.029,0.73512,0.029761,0.04282,0.13632,0.032097,127.52,16.26,0.08616,0.20538,114.68,-0.026458,-0.035096,0.88931,0.20659,0.28245,0.95344,1.0101,623.29,0.029761,0.028533999999999997,0.97429,0.059423000000000004,3.2805,22.448,100.03,3.6491,1.0358,0,7400
-0.011508,0.71172,-0.13702,0.76373,-104.15,-0.17252,-0.011508,0.10507,0.9729,0.074782,-0.011508,-0.019843,0.028642,-0.011508,7073.2,0.051603,1.4051,-0.011508,-0.0089745,52.28,1.2986,0.016124,-0.0089745,-0.17119,0.074782,0.051603,0.12234,-0.24596,4.1373,0.5043,-0.0089745,160.61,2.2726,0.022655,0.016124,1.336,1.9672,0.20657,0.012574,0.19266,0.36357,0.012574,94.271,41.991,-0.062656,0.44703,50.864,-0.032111,-0.025042,0.62231,0.57993,0.44002,0.13424,0.37079,-1879.5,-0.027852,-0.15388,1.0279,1.7623,6.9816,8.6924,165.08,2.2111,2.3017,0,2916
-0.058096,0.50234,-0.064599,0.86381,-36.517,-0.074591,-0.058096,0.90732,0.9741799999999999,0.45578,-0.058096,-0.12248,0.020164,-0.058096,3646.7,0.10009,1.9907,-0.058096,-0.023298,26.892,1.0252,-0.052901,-0.023298,-0.074591,0.45578,0.10009,-0.20667,-0.10944,4.665,0.19893,-0.023298,67.637,5.3965,-0.10531,-0.052901,2.5149,8.0655,0.4838,-0.021215,0.013967,0.29771,-0.021215,59.004,32.112,-0.31622,0.47648,26.198,-0.16128,-0.064677,0.81562,0.47432,0.18531,0.77215,0.81962,-2986.8,-0.026501,-0.12746,1.0265,0.061479,13.573,11.367,69.429,5.2571,4.2244,0,8911
0.0049063,0.35442,0.10827,1.7875,-38.285,0.0028898,0.0076159,1.7138,0.99125,0.6074,0.0076159,0.055393,0.082316,0.0076159,3108,0.11744,2.8215,0.0076159,0.015062,109.56,0.88595,0.037794,0.0097032,0.0094061,0.6074,0.10979,0.74092,0.14355,4.2111,0.65563,0.015062,98.38,3.7101,0.10664,0.037794,0.55347,0.43325,0.82432,0.074746,0.21842,0.16229,0.074746,155.73,46.166,0.032326,0.68357,108.6,0.0037883,0.0074921,0.69341,0.13749,0.26954,0.80531,1.0929,1760.5,-0.0088263,0.0080776,1.0088,0.35714,3.3315,7.9063,99.249,3.6776,0.67039,0,2290
0.01015,0.67286,-0.07136,0.82638,-61.145,-0.22281,0.011669,0.4862,1.2189,0.32714,0.028054,0.028392,0.076481,0.011669,2634.5,0.13855,1.4862,0.011669,0.0095736,34.655,1.2006,0.018958,0.0083271,-0.096602,-0.025138,0.13629,1.157,-0.10807,4.9583,0.52117,0.021453,125.28,2.9134,1.7797,0.021457,1.2189,1.6228,0.46513,0.017603,0.097407,0.22314,0.015553,89.72,55.064,0.087703,0.5448,35.276,-0.062597,-0.051354,0.50479,0.41101,0.34324,0.49541,0.70437,-6482.2,0.017603,0.031027,0.98992,0.42178999999999994,10.532,6.6286,123.08,2.9656,1.8459,0,7393
0.04082,0.12152,0.6598,6.723,70.402,0.18274,0.047151,6.3213,1.0025,0.76813,0.047151,0.40898,0.040156,0.047151,673.53,0.54192,8.2294,0.047151,0.028752,72.3,0.73025,0.048036,0.024892,0.21603,0.76813,0.48982,0.29366,2.9337,4.7959,0.056374,0.028752,25.725,14.188,0.39531,0.048036,1.7301,72.318,0.77436,0.029292,0.41459,0.059862,0.029292,161.88,89.577,0.12566,3.9055,72.483,0.029335,0.017888,6.3786,0.11529,0.07048,3.4153,3.443,41244.0,0.0025141,0.053140999999999994,0.99749,0.0081055,5.0484,4.0747,25.66,14.224,7.2914,0,8709
0.071861,0.1958,0.54686,3.793,46.744,0.13255,0.092451,4.0642,1.0507,0.79578,0.092451,0.47217,0.060951,0.092451,541.87,0.6736,5.1072,0.092451,0.042725,47.164,1.214,0.10051,0.03321,0.17658,0.79578,0.56844,0.48802,2.1251,4.1362,-0.078402,0.042725,34.701,10.519,0.51332,0.10051,2.1696,?,0.79578,0.046449,1.8918,0.045998,0.046449,62.792,15.628,0.25701,2.3649,49.553,0.06107,0.028222,3.793,0.1958,0.09507,3.0924,3.0924,7482.8,0.048214,0.090303,0.95179,0.0,7.739,23.356,33.028,11.051,8.4087,0,3597
0.00052747,0.52117,-0.1894,0.63659,1161.2,0,0.00052747,0.91874,5.3202,0.47883,0.0085736,0.0010121,0.017763,0.00052747,2013,0.18132,1.9187,0.00052747,9.9145E-05,7.3682,1.0221,0.0085781,9.9145E-05,0.18138,0.00052747,0.18132,1.0661,-0.28344,2.3497,0.092318,0.0016115,35.052,10.413,10.413,-0.1069,5.3202,?,0.47883,-0.020093,0.066171,0.1694,0.0016124,20.396,13.028,0.0049113,0.43052,7.223,-0.085396,-0.016051,0.63659,0.52117,0.096032,0.71656,0.71656,-42.371,-0.020092,0.0011015999999999999,1.0216,0.0,49.537,28.017,35.756,10.208,7.9616,0,8009
0.20555,0.43443,0.40841,1.9943,61.296,0,0.25459,1.3019,1.8387,0.56557,0.26018,0.61981,0.16604,0.25459,519.4,0.70274,2.3019,0.25459,0.13846,28.951,1.3676,0.25936,0.11179,0.43994,0.55741,0.58986,46.404,2.2585,3.7869,0.20121,0.1415,94.876,3.8471,3.6375,0.25847,1.8387,28.449,0.58924,0.14057,0.16213,0.046704,0.14105,149.39,120.44,1.4094,1.6392,33.687,0.20866,0.11348,1.8856,0.41076,0.25994,3.1276,3.2585,2500.1,0.14057,0.36344,0.8617,0.041848,12.607,3.0305,81.54,4.4763,10.168,0,6734
0.47423,0.15702,0.7153,6.1051,161.01,-0.068408,0.47423,5.3685,1.9517,0.84298,0.47424,3.3847,0.24815,0.47423,118.34,3.0843,6.3685,0.47423,0.24299,9.312,0.92537,0.4668,0.24299,1.0568,0.84281,3.0843,57405,4.947,3.7888,-0.012121,0.24299,34.256,10.655,9.5076,0.45877,1.9517,?,0.84298,0.23506,1.3061,0.010976,0.23918,125.75,116.44,9.5244,5.7498,12.174,0.45673,0.23402,5.4477,0.14011,0.093852,5.8301,5.8301,4398.1,0.23506,0.56257,0.75892,0.0,39.197,3.1346,26.204,13.929,13.498,0,3986
0.0015486,0.18237,0.6635,5.5901,130.47,-0.2306,0.0015486,4.4833,1.5663,0.81763,0.0015486,0.010713,0.0058682,0.0015486,7242.1,0.0504,5.4833,0.0015486,0.00098868,73.697,0.89398,0,0.00098868,0.12899,0.8096,0.0504,?,3.4565,3.9279,-0.053471,0.0057613,54.629,6.6815,5.2957,0.011977,1.5663,53.981,0.82674,0.0076462,1.8411,0.79539,0,126.28,52.585,0.0048967,3.4022,119.52,-0.0076429,-0.0048795,4.4307,0.14455,0.14967,4.2595,4.307,5619.5,0.3834,0.001894,0.61989,0.011142,4.9527,6.9411,33.684,10.836,8.16,0,5515
-0.049706,0.60119,0.25261,2.3576,6.3772,-0.11631,-0.049706,0.66337,2.0118,0.39881,-0.044983,-0.26714,0.02731,-0.049706,3993.8,0.091391,1.6634,-0.049706,-0.024707,33.299,1.0958,0,-0.024707,-0.16585,0.22607,0.091391,0,0.45003,3.7626,0.26742,-0.049414,39.069,9.3425,2.8915,0.0047852,2.0118,0.65198,0.79014,0.0023786,0.55528,0.19149,0,60.844,27.544,-0.27082,1.3712,38.538,-0.10465,-0.052018,0.72969,0.18607,0.10704,0.71049,1.4076,1462.4,0.13594,-0.12464000000000001,0.86679,0.98125,10.961,13.251,33.758,10.812,3.5841,0,6631
0.3997,2.4290000000000003,0.7609999999999999,8.3499,413.93,-2.0878,0.3997,-0.58831,0.87779,-1.429,0.3997,3.8604,0.45535,0.3997,2218.1,0.16455,0.41168999999999994,0.3997,0.45535,87.864,0.85371,0.3997,0.45535,1.266,-1.6881,0.16455,?,5.6176,2.2855,2.6182,0.45535,79.049,4.6174,0.19682,0.39971,0.87779,0.2809,0.8964700000000001,0.45536,1.2634,0.20257,0.45535,305.09,217.23,1.8916,6.3091,161.33,0.3997,0.45535,0.35591999999999996,0.10354000000000001,0.21657,-10.549,6.6176,146.87,0.45536,-0.2797,0.54464,-1.6273,4.1541,1.6802,43.053,8.4779,6.4797,0,8703
-0.036225,0.81434,-0.07126,0.91249,-14.709,-0.09627,-0.028092,0.22799,2.8174,0.18566,0.010899,-0.034496,0.026541,-0.028092,3974.9,0.091827,1.228,-0.028092,-0.0099707,0,1.2375,0.010639,-0.012857,0.0017697,0.11648,0.08184,0.27286,-0.27736,2.859,0.17708,0.0026068,108.08,3.3772,3.3772,0.067269,2.8174,?,0.18566,0.023876,0.43266,0.23914,0.0037762,50.622,50.622,?,0.91249,0,-0.092231,-0.032736,0.91249,0.81434,0.29611,0.72264,0.72264,-51.5,0.023876,-0.19510999999999998,1.0099,0.0,?,7.2103,105.5,3.4598,10.966,0,8079
0.022712,0.48958,0.49952,2.0203,-90.441,0,0.028351,1.0426,1.9012,0.51042,0.028351,0.057908,0.014912,0.028351,6303.1,0.057908,2.0426,0.028351,0.014912,186.17,1.6934,0.028351,0.011946,0.056502,0.3675,0.04639,?,45.84,2.8449,0.25542,0.014912,95.415,3.8254,3.8254,0.028352,1.9012,?,0.51042,0.014913,0.0087338,0.57562,0.014912,189.07,2.9001,0.023421,0.039588,188.99,0.028351,0.014912,2.0203,0.48958,0.26141,46.84,46.84,349.53,0.014913,0.044496,0.98509,0.0,1.9606,125.86,93.992,3.8833,174.47,0,6099
0.0085363,0.6287699999999999,0.053298000000000005,1.0892,-60.942,0.0,0.013099000000000001,0.5904,1.8359999999999999,0.37123,0.035577,0.021926,0.0071348,0.013099000000000001,17520.0,0.020833,1.5904,0.013099000000000001,0.0071348,62.201,0.94641,0.035376,0.0046495,0.96706,0.32271,0.013576,1.5738,0.1526,4.1257,0.33574,0.016051,140.54,2.6061,2.4762,0.036945,1.8359999999999999,10.882,0.40226999999999996,0.020123,0.027374,0.59247,0.019268,126.12,63.916,0.027283,0.56551,73.346,0.035376,0.019268,1.0349,0.59744,0.38371,1.0629,1.1518,711.8,0.15487,0.022995,0.86028,0.083633,5.8681,5.7106,118.77,3.0731,5.2567,1,6949
0.082358,0.69867,0.2317,1.5742,-19.883,0.19912,0.10580999999999999,0.3986,1.1131,0.27849,0.10580999999999999,0.26219,0.11344,0.10580999999999999,1691.2,0.21581999999999998,1.4313,0.10580999999999999,0.0796,71.915,1.1305,0.12636,0.06196,0.24322,0.27849,0.18225999999999998,1.0581,0.63523,5.1514,0.51453,0.0796,123.35,2.9591,0.18086,0.12636,1.3405,1.2651,0.5736100000000001,0.095064,0.119,0.13406,0.095064,161.25,89.336,0.31447,0.92518,80.049,0.08137799999999999,0.061222,0.90923,0.40355,0.33794,0.76351,1.5726,32837.0,0.1016,0.29573,0.8984,1.0597,5.0754,4.0857,110.81,3.2938,3.6442,0,5466
-0.04046,0.75936,0.22715,1.9286,27.271,-0.2366,-0.0377,0.19364,0.99072,0.14705,-0.0377,-0.15412,0.060825,-0.0377,4284.3,0.085195,1.3169,-0.0377,-0.035445,52.394,1.113,-0.0051266,-0.03804,-0.035445,0.14705,0.081561,-0.047752,0.43002,5.9709,0.71342,-0.035445,83.165,4.3889,-0.0067511,-0.0051266,1.0721,0.61988,0.6618,-0.00482,0.0059868,0.25667,-0.00482,161.39,109,-0.265,1.3045,51.908,-0.10752,-0.10109,0.62126,0.24461,0.22785,0.27837,1.2528,212450.0,-0.0093689,-0.27515,1.0094,3.5006,6.9664,3.3487,83.944,4.3482,2.0135,0,2400
0.077566,0.38635,0.34386,1.89,45.157,137.05,0.087883,1.5565,1.0745,0.60136,0.087883,0.22747,0.090445,0.087883,984.12,0.37089,2.5883,0.087883,0.055471,38.16,0.0012329,0.11223,0.048958,219.23,0.60136,0.34419,0.76118,1.2745,2.9997,0.12722,0.055471,95.642,3.8163,0.29049,0.11223,1.6156,?,0.60136,0.070838,0.47885,0.075768,0.070838,125.61,87.445,0.46828,1.4613,41.004,0.056821,0.035865,1.89,0.38635,0.26203,2.2289,2.2289,343.61,0.06936,0.12897999999999998,0.93064,0.0,9.5649,4.1741,89.008,4.1008,5.8721,0,9352
0.038626,0.47697,0.096277,1.2836,658.42,0,0.038626,1.0966,0.78384,0.52303,0.043084,0.1138,0.39879,0.038626,556.94,0.65537,2.0966,0.038626,0.049278,132.46,0.91921,0,0.049278,0.16722,0.1916,0.65537,0,0.17062,4.6271,0.60674,0.11204,747.72,0.48815,0.3474,0.020145,0.78384,1.0999,0.66056,0.0257,0.033034,0.058033,0,197.67,65.214,0.13579,0.44562,626.6,-0.27396,-0.34951,0.91351,0.33944,2.0485,0.9269,1.1706,4079.7,0.78861,0.07385,0.21765,0.26294,2.7556,5.5969,158.06,2.3092,1.3891,0,2604
0.038363,0.20218,0.72891,4.675,90.894,1.0319,0.033564,3.8288,1.0046,0.77411,0.033564,0.16922,0.027252,0.033564,940.81,0.38796,4.946,0.033564,0.011661,1.089,1.9328,0.012933,0.013329,1.2784,0.77411,0.4117,0.045143,10.019,3.8192,-0.040799,0.011661,25.269,14.444,0.063968,0.012933,2.96,239.3,0.77795,0.0044934,1.6532,0.11499,0.0044934,76.005,74.916,4.4672,4.6317,1.0941,-0.031942,-0.011098,4.5862,0.19834,0.069231,10.64,10.693,4807.5,0.0046125,0.049557,0.99539,0.0049591999999999995,335.16,4.8721,25.153,14.511,39.562,0,7327
0.17895,0.48212,0.35171,1.9105,21.483,0,0.22099,1.0742,1.4371,0.51788,0.22828,0.57206,0.20071,0.22099,610.1,0.59826,2.0742,0.22099,0.15378,35.73,0.70222,0.22828,0.12453,0.97658,0.39864,0.51108,31.296,1.3424,3.1489,0.33549,0.15875,113.62,3.2125,2.574,0.19608,1.4371,6.234,0.6137,0.13644,0.36501,0.054343,0.15885,151.63,115.9,1.2721,1.5463,41.376,0.16083,0.11192,1.5308,0.3863,0.31129,1.9767,2.3424,495.53,0.13644,0.34555,0.84959,0.18502000000000002,10.215,3.1492,98.117,3.7201,5.4851,0,4637
0.05037,0.59792,0.029555,1.1295,-42.754,0,0.064031,0.67247,0.8586299999999999,0.40208,0.10411,0.28053,0.12879,0.064031,1973.6,0.18494,1.6725,0.064031,0.074573,38.22,0.81399,0.10386,0.058663,?,0.39432,0.16209,2.5911,0.039821,4.1099,0.68953,0.11384,110.37,3.307,1.2624,0.10383,0.85863,0.45571,0.7705,0.12092,0.12982,0.13251,0.12096,96.994,58.774,0.56022,0.73557,43.478,0.057308,0.066744,0.43117,0.22825,0.30239,0.54174,1.0381,380.64,0.12092,0.12527,0.92575,0.9162799999999999,9.5499,6.2103,97.027,3.7618,1.1569,0,3645
-0.20985,0.7154,0.2452,1.5987,-22.824,-0.022683,-0.25078,0.39782,0.85008,0.2846,-0.01525,-0.61231,-0.28304,-0.25078,-1085.2,-0.33633,1.3978,-0.25078,-0.29501,113.87,0.73482,-0.020329,-0.24686,?,0.01581,-0.27911,-0.086309,0.71022,5.0466,0.83447,-0.26541,177.35,2.058,1.1782,0.0071864,0.85008,1.6466,0.52119,0.0084537,0.094774,-2.3482,-0.023914,264.47,150.6,-0.79128,0.95115,114.84,-0.030502,-0.035881,0.91524,0.40957,0.4859,0.82437,1.5097,27298.0,0.0084537,-0.73734,1.2917,0.83129,3.2054,2.4237,175.85,2.0756,2.4623,0,7978
0.086009,0.16794,0.47035,3.8008,79.125,0.26752,0.10663,4.2095,1.1104,0.70694,0.10663,0.63492,0.12823,0.10663,465.68,0.78381,5.9546,0.10663,0.10387,84.901,0.79071,0.10256,0.083789,0.32994,0.70694,0.66104,1.1094,1.3003,4.3208,-0.13388,0.10387,66.305,5.5049,0.61073,0.10256,1.0493,?,0.70694,0.099917,2.0201,0.04328,0.099917,106.33,21.43,0.36022,2.379,94.271,0.07756,0.075558,3.8008,0.16794,0.18166,1.9544,1.9544,9845.8,0.099394,0.12165999999999999,0.90061,0.0,4.2991,17.032,59.714,6.1124,2.8379,0,7406
